City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
94,Yulara,AU,2021-12-06 21:30:20,-25.2406,130.9889,71.44,60,3,10.36,clear sky,0,0
95,Beringovskiy,RU,2021-12-06 21:25:55,63.05,179.3167,-8.18,87,70,9.93,broken clouds,0,0
96,Albany,US,2021-12-06 21:26:54,42.6001,-73.9662,58.64,86,99,14.83,overcast clouds,0,0
97,Kloulklubed,PW,2021-12-06 21:30:20,7.0419,134.2556,79.3,77,100,16.13,overcast clouds,0,0
98,Mookane,BW,2021-12-06 21:30:21,-23.688,26.6595,72.23,70,47,7.92,scattered clouds,0,0
99,Katangli,RU,2021-12-06 21:30:21,51.7102,143.2326,14.29,74,5,18.63,clear sky,0,0
100,Ojinaga,MX,2021-12-06 21:29:15,29.5667,-104.4167,65.35,29,90,3.44,haze,0,0
101,Tateyama,JP,2021-12-06 21:30:22,34.9833,139.8667,55.09,84,99,20.92,overcast clouds,0,0
102,Souillac,MU,2021-12-06 21:30:22,-20.5167,57.5167,79.18,73,40,10.36,scattered clouds,0,0
103,San Cristobal,VE,2021-12-06 21:25:32,7.7669,-72.225,78.98,45,47,4.38,scattered clouds,0,0
104,Vila,PT,2021-12-06 21:27:18,42.0304,-8.1588,44.33,95,100,3.74,overcast clouds,0,0
105,Shingu,JP,2021-12-06 21:26:26,33.7333,135.9833,57.49,89,100,7.52,overcast clouds,0,0
106,Varzea Da Palma,BR,2021-12-06 21:30:23,-17.5981,-44.7308,72.79,85,97,0.78,moderate rain,0,0
107,Bluff,NZ,2021-12-06 21:27:36,-46.6,168.3333,58.8,60,3,6.69,clear sky,0,0
108,Sao Joao Da Barra,BR,2021-12-06 21:26:39,-21.6403,-41.0511,77.09,85,100,5.64,moderate rain,0,0
109,Tarancon,ES,2021-12-06 21:30:23,40.0085,-3.0073,48.49,81,61,3.51,broken clouds,0,0
110,Wanaka,NZ,2021-12-06 21:28:30,-44.7,169.15,50.67,71,75,2.13,broken clouds,0,0
111,Namibe,AO,2021-12-06 21:27:21,-15.1961,12.1522,72.09,66,0,7.43,clear sky,0,0
112,Turukhansk,RU,2021-12-06 21:30:24,65.8167,87.9833,-30.19,99,42,4.27,scattered clouds,0,0
113,Namtsy,RU,2021-12-06 21:30:24,62.7161,129.6658,-32.69,100,100,1.54,overcast clouds,0,0
114,Boa Viagem,BR,2021-12-06 21:30:25,-5.1275,-39.7322,87.64,45,73,10.71,broken clouds,0,0
115,Sabha,LY,2021-12-06 21:30:25,27.0377,14.4283,49.19,42,0,12.28,clear sky,0,0
116,Port Alfred,ZA,2021-12-06 21:30:20,-33.5906,26.891,64.98,87,74,10.54,broken clouds,0,0
117,Avarua,CK,2021-12-06 21:27:34,-21.2078,-159.775,75.25,88,90,17.27,light rain,0,0
118,Ponta Do Sol,PT,2021-12-06 21:27:43,32.6667,-17.1,65.03,72,62,8.99,broken clouds,0,0
119,Adre,TD,2021-12-06 21:30:26,13.4667,22.2,70.95,18,4,9.1,clear sky,0,0
120,Tabou,CI,2021-12-06 21:27:13,4.423,-7.3528,79.9,82,20,8.66,few clouds,0,0
121,Khandyga,RU,2021-12-06 21:30:26,62.6667,135.6,-18.06,99,100,1.59,overcast clouds,0,0
122,Filadelfia,US,2021-12-06 21:28:19,39.9523,-75.1638,65.01,68,1,8.99,clear sky,0,0
123,Taga,RO,2021-12-06 21:30:27,46.95,24.05,39.69,93,100,2.73,overcast clouds,0,0
124,Three Hills,CA,2021-12-06 21:26:41,51.7001,-113.2686,16.48,73,72,3.44,broken clouds,0,0
125,Gold Coast,AU,2021-12-06 21:27:23,-28.0,153.4333,76.17,83,90,3.0,overcast clouds,0,0
126,Ilulissat,GL,2021-12-06 21:30:27,69.2167,-51.1,19.42,49,90,12.66,overcast clouds,0,0
127,Champerico,GT,2021-12-06 21:27:14,14.3,-91.9167,91.94,62,12,7.49,few clouds,0,0
128,Sarangani,PH,2021-12-06 21:30:28,5.4033,125.4636,82.36,78,99,14.25,overcast clouds,0,0
129,Pacific Grove,US,2021-12-06 21:30:28,36.6177,-121.9166,64.81,85,90,3.0,overcast clouds,0,0
130,Ulladulla,AU,2021-12-06 21:30:28,-35.35,150.4667,67.1,67,9,6.93,clear sky,0,0
131,Tezu,IN,2021-12-06 21:25:56,27.9167,96.1667,64.65,77,90,1.79,overcast clouds,0,0
132,Faanui,PF,2021-12-06 21:27:58,-16.4833,-151.75,80.11,79,97,15.61,moderate rain,0,0
133,New Norfolk,AU,2021-12-06 21:28:13,-42.7826,147.0587,56.7,74,100,1.95,light rain,0,0
134,Waipawa,NZ,2021-12-06 21:21:12,-41.4122,175.5153,55.45,97,100,3.2,light rain,0,0
135,Presidente Franco,PY,2021-12-06 21:27:40,-25.5333,-54.6167,91.92,30,20,8.05,few clouds,0,0
136,Pisco,PE,2021-12-06 21:30:29,-13.7,-76.2167,71.65,68,0,9.22,clear sky,0,0
137,Gizo,SB,2021-12-06 21:30:30,-8.103,156.8419,82.53,78,100,2.68,moderate rain,0,0
138,Lisakovsk,KZ,2021-12-06 21:30:30,52.5369,62.4936,15.06,89,69,6.38,broken clouds,0,0
139,Narsaq,GL,2021-12-06 21:29:12,60.9167,-46.05,21.42,69,77,19.1,broken clouds,0,0
140,Vaini,TO,2021-12-06 21:27:20,-21.2,-175.2,80.76,83,40,10.36,scattered clouds,0,0
141,Monze,ZM,2021-12-06 21:30:31,-16.2833,27.4833,77.81,44,100,6.02,overcast clouds,0,0
142,Denpasar,ID,2021-12-06 21:30:31,-8.65,115.2167,78.46,94,75,4.61,light rain,0,0
143,Jinxiang,CN,2021-12-06 21:27:01,27.4327,120.6062,53.82,82,2,8.88,clear sky,0,0
144,Acarau,BR,2021-12-06 21:26:01,-2.8856,-40.12,81.9,78,49,19.6,scattered clouds,0,0
145,Machico,PT,2021-12-06 21:30:32,32.7,-16.7667,65.03,79,75,18.41,broken clouds,0,0
146,Mnogovershinnyy,RU,2021-12-06 21:30:32,53.9353,139.9242,12.06,65,99,20.85,overcast clouds,0,0
147,Campana,AR,2021-12-06 21:30:11,-34.1687,-58.9591,81.32,56,2,10.65,clear sky,0,0
148,Kodiak,US,2021-12-06 21:30:32,57.79,-152.4072,36.91,87,90,17.27,moderate rain,4.32,0
149,Pontes E Lacerda,BR,2021-12-06 21:30:33,-15.2261,-59.3353,78.01,87,66,1.36,broken clouds,0,0
150,Fort-Shevchenko,KZ,2021-12-06 21:30:33,44.5086,50.263,45.39,91,28,1.63,scattered clouds,0,0
151,Faya,SA,2021-12-06 21:27:13,18.3851,42.4509,54.12,28,0,4.25,clear sky,0,0
152,Tikhvin,RU,2021-12-06 21:30:34,59.6451,33.5294,12.9,94,100,7.67,light snow,0,0
153,Leh,IN,2021-12-06 21:30:34,34.1667,77.5833,9.91,75,20,4.74,few clouds,0,0
154,Hofn,IS,2021-12-06 21:26:49,64.2539,-15.2082,37.99,73,100,13.98,overcast clouds,0,0
155,San Jeronimo,PE,2021-12-06 21:30:35,-11.9472,-75.2829,56.14,73,100,4.41,light rain,0,0
156,Fairbanks,US,2021-12-06 21:28:06,64.8378,-147.7164,26.56,73,90,5.75,overcast clouds,0,0
157,Nurota,UZ,2021-12-06 21:30:35,40.5614,65.6886,46.49,40,100,4.74,light rain,0,0
158,Provideniya,RU,2021-12-06 21:30:35,64.3833,-173.3,14.36,79,75,13.42,broken clouds,0,0
159,Hailar,CN,2021-12-06 21:26:57,49.2,119.7,13.01,89,8,10.11,clear sky,0,0
160,Hilo,US,2021-12-06 21:30:36,19.7297,-155.09,75.61,87,90,5.75,moderate rain,0,0
161,Lorengau,PG,2021-12-06 21:30:25,-2.0226,147.2712,83.88,81,96,14.32,overcast clouds,0,0
162,Bandarbeyla,SO,2021-12-06 21:30:36,9.4942,50.8122,75.83,64,9,15.64,clear sky,0,0
163,Jiuquan,CN,2021-12-06 21:30:37,39.7432,98.5174,25.77,51,57,7.63,broken clouds,0,0
164,Namatanai,PG,2021-12-06 21:30:37,-3.6667,152.4333,80.65,83,100,4.25,light rain,0,0
165,Kaputa,ZM,2021-12-06 21:30:37,-8.4689,29.6619,68.61,85,100,3.4,overcast clouds,0,0
166,Airai,TL,2021-12-06 21:28:18,-8.9266,125.4092,60.46,92,81,1.99,broken clouds,0,0
167,Georgetown,MY,2021-12-06 21:30:38,5.4112,100.3354,78.89,81,20,1.99,few clouds,0,0
168,San Patricio,US,2021-12-06 21:26:27,28.017,-97.5169,75.04,63,100,20.54,overcast clouds,0,0
169,Lakes Entrance,AU,2021-12-06 21:30:38,-37.8811,147.981,69.17,72,65,5.97,broken clouds,0,0
170,Saint-Augustin,CA,2021-12-06 21:30:39,51.226,-58.6502,23.41,54,100,6.64,overcast clouds,0,0
171,Bulalacao,PH,2021-12-06 21:30:39,12.3254,121.3435,76.26,82,100,14.16,overcast clouds,0,0
172,Mezen,RU,2021-12-06 21:25:23,65.8522,44.24,15.78,82,95,11.56,overcast clouds,0,0
173,Aksarka,RU,2021-12-06 21:30:40,66.5606,67.7975,5.86,87,100,8.99,overcast clouds,0,0
174,Lima,PE,2021-12-06 21:30:10,-12.0432,-77.0282,67.14,77,75,10.36,heavy intensity rain,0,0
175,Cap Malheureux,MU,2021-12-06 21:30:40,-19.9842,57.6142,79.29,69,0,7.0,clear sky,0,0
176,Touros,BR,2021-12-06 21:30:41,-5.1989,-35.4608,81.5,73,11,14.85,few clouds,0,0
177,Isangel,VU,2021-12-06 21:30:41,-19.55,169.2667,84.31,74,40,0.0,scattered clouds,0,0
178,Vakhsh,TJ,2021-12-06 21:30:41,37.7149,68.8346,44.82,70,75,0.0,broken clouds,0,0
179,Pangnirtung,CA,2021-12-06 21:30:42,66.1451,-65.7125,12.2,73,90,12.66,light snow,0,0
180,Saint George,US,2021-12-06 21:30:42,37.1041,-113.5841,70.27,26,1,1.01,clear sky,0,0
181,Antofagasta,CL,2021-12-06 21:30:42,-23.65,-70.4,65.5,73,45,7.31,scattered clouds,0,0
182,Saskylakh,RU,2021-12-06 21:26:30,71.9167,114.0833,-18.76,97,96,6.82,overcast clouds,0,0
183,Tahta,EG,2021-12-06 21:30:43,26.7693,31.5021,61.48,54,98,5.06,overcast clouds,0,0
184,Pyaozerskiy,RU,2021-12-06 21:30:43,65.8333,31.1667,-5.31,98,76,3.38,broken clouds,0,0
185,Taoudenni,ML,2021-12-06 21:30:44,22.6783,-3.9836,65.19,17,94,12.71,overcast clouds,0,0
186,Bethel,US,2021-12-06 21:30:44,41.3712,-73.414,57.49,88,75,4.0,broken clouds,0,0
187,Assomada,CV,2021-12-06 21:30:44,15.1,-23.6833,71.15,74,21,10.71,few clouds,0,0
188,Ballitoville,ZA,2021-12-06 21:29:21,-29.539,31.2144,75.24,73,0,4.61,clear sky,0,0
189,Kalawit,PH,2021-12-06 21:30:45,8.0667,122.5167,77.88,85,100,7.7,overcast clouds,0,0
190,Yerbogachen,RU,2021-12-06 21:26:28,61.2767,108.0108,-7.8,96,100,2.37,overcast clouds,0,0
191,Oktyabrskiy,RU,2021-12-06 21:24:50,54.4815,53.471,13.41,86,12,4.34,few clouds,0,0
192,Port Hawkesbury,CA,2021-12-06 21:30:45,45.6169,-61.3485,44.19,96,90,11.01,moderate rain,0,0
193,Lebu,CL,2021-12-06 21:30:46,-37.6167,-73.65,61.92,77,3,13.47,clear sky,0,0
194,Port Elizabeth,ZA,2021-12-06 21:30:46,-33.918,25.5701,63.1,94,40,6.91,scattered clouds,0,0
195,Raipur,IN,2021-12-06 21:27:22,21.2333,81.6333,66.09,64,0,7.0,clear sky,0,0
196,Saldanha,ZA,2021-12-06 21:30:47,-33.0117,17.9442,59.05,84,11,13.98,few clouds,0,0
197,Sur,OM,2021-12-06 21:30:47,22.5667,59.5289,72.1,64,0,5.5,clear sky,0,0
198,Mount Gambier,AU,2021-12-06 21:30:47,-37.8333,140.7667,57.11,67,40,9.22,scattered clouds,0,0
199,Shache,CN,2021-12-06 21:26:55,38.4167,77.2406,30.04,34,0,2.86,clear sky,0,0
200,Yagodnoye,RU,2021-12-06 21:30:48,62.55,149.6667,-29.18,93,99,2.91,overcast clouds,0,0
201,Tambovka,RU,2021-12-06 21:30:48,50.0969,128.0489,10.51,90,93,7.47,overcast clouds,0,0
202,Coquimbo,CL,2021-12-06 21:26:40,-29.9533,-71.3436,63.48,69,5,5.64,clear sky,0,0
203,Kavaratti,IN,2021-12-06 21:30:48,10.5669,72.642,80.06,67,8,11.61,clear sky,0,0
204,Tautira,PF,2021-12-06 21:30:49,-17.7333,-149.15,86.02,77,66,15.86,broken clouds,0,0
205,Vostok,RU,2021-12-06 21:30:49,46.4856,135.8833,7.75,99,99,4.32,overcast clouds,0,0
206,Te Anau,NZ,2021-12-06 21:30:49,-45.4167,167.7167,57.36,60,14,0.74,few clouds,0,0
207,Santiago Del Estero,AR,2021-12-06 21:30:50,-27.7951,-64.2615,88.0,36,70,5.57,broken clouds,0,0
208,Carnarvon,AU,2021-12-06 21:30:50,-24.8667,113.6333,71.67,83,90,14.97,overcast clouds,0,0
209,Kenora,CA,2021-12-06 21:30:51,49.8167,-94.4337,-0.42,65,40,10.36,scattered clouds,0,0
210,Srivardhan,IN,2021-12-06 21:30:51,18.0333,73.0167,72.57,85,0,4.14,clear sky,0,0
211,Tornio,FI,2021-12-06 21:30:51,65.8481,24.1466,-11.18,99,73,5.19,broken clouds,0,0
212,Ndjole,GA,2021-12-06 21:30:52,-0.1783,10.7649,74.14,99,100,0.45,light rain,0,0
213,Necochea,AR,2021-12-06 21:30:52,-38.5473,-58.7368,76.03,49,0,16.13,clear sky,0,0
214,Proletariy,RU,2021-12-06 21:30:52,58.4342,31.7046,18.09,95,100,4.52,overcast clouds,0,0
215,Monkey Bay,MW,2021-12-06 21:30:53,-14.0728,34.9201,81.05,68,96,6.67,overcast clouds,0,0
216,Olga,RU,2021-12-06 21:30:53,43.7444,135.2892,27.75,79,5,5.75,clear sky,0,0
217,Cabo San Lucas,MX,2021-12-06 21:30:53,22.8909,-109.9124,84.51,57,1,8.05,clear sky,0,0
218,Victoria,HK,2021-12-06 21:29:04,22.2855,114.1577,65.32,64,6,5.01,clear sky,0,0
219,Makasar,ID,2021-12-06 21:30:54,-5.14,119.4221,73.45,100,40,8.05,moderate rain,0,0
220,Naryan-Mar,RU,2021-12-06 21:30:54,67.6713,53.087,16.86,94,90,6.96,overcast clouds,0,0
221,Sao Filipe,CV,2021-12-06 21:30:55,14.8961,-24.4956,77.74,69,23,6.15,few clouds,0,0
222,Goderich,CA,2021-12-06 21:30:04,43.7501,-81.7165,34.92,69,100,29.93,light rain,0,0
223,Erenhot,CN,2021-12-06 21:26:24,43.6475,111.9767,20.57,62,34,5.84,scattered clouds,0,0
224,Ahipara,NZ,2021-12-06 21:24:46,-35.1667,173.1667,69.89,79,100,8.1,overcast clouds,0,0
225,Salaga,GH,2021-12-06 21:30:55,8.5508,-0.5188,83.32,19,82,3.31,broken clouds,0,0
226,Maryville,US,2021-12-06 21:28:44,35.7565,-83.9705,58.19,90,75,3.0,broken clouds,0,0
227,Bahia Blanca,AR,2021-12-06 21:26:21,-38.7196,-62.2724,83.52,33,0,8.81,clear sky,0,0
228,Concepcion,CL,2021-12-06 21:30:56,-36.827,-73.0498,60.55,81,69,11.48,broken clouds,0,0
229,Lata,PT,2021-12-06 21:30:56,40.1629,-8.3327,57.04,95,100,2.13,overcast clouds,0,0
230,Saint-Philippe,RE,2021-12-06 21:30:56,-21.3585,55.7679,78.39,80,27,9.33,scattered clouds,0,0
231,Marsh Harbour,BS,2021-12-06 21:25:15,26.5412,-77.0636,77.97,80,4,13.27,clear sky,0,0
232,Belaya Gora,RU,2021-12-06 21:26:09,68.5333,146.4167,-22.95,97,100,0.89,overcast clouds,0,0
233,Lodwar,KE,2021-12-06 21:26:32,3.1191,35.5973,82.31,46,14,14.47,few clouds,0,0
234,Castro,BR,2021-12-06 21:27:30,-24.7911,-50.0119,62.46,90,96,4.56,overcast clouds,0,0
235,North Platte,US,2021-12-06 21:30:57,41.1239,-100.7654,31.98,48,1,1.99,clear sky,0,0
236,La Macarena,CO,2021-12-06 21:30:58,2.1837,-73.7849,77.05,92,87,2.84,overcast clouds,0,0
237,Halifax,CA,2021-12-06 21:30:58,44.6453,-63.5724,54.09,97,100,8.99,overcast clouds,0,0
238,Kieta,PG,2021-12-06 21:30:58,-6.2167,155.6333,83.95,77,100,6.06,overcast clouds,0,0
239,Borogontsy,RU,2021-12-06 21:26:31,62.6683,131.1683,-20.96,98,100,1.5,overcast clouds,0,0
240,Anori,BR,2021-12-06 21:30:59,-3.7728,-61.6442,77.22,95,71,3.31,broken clouds,0,0
241,Asau,RO,2021-12-06 21:22:58,46.4333,26.4,33.96,86,63,3.56,broken clouds,0,0
